央视频道,#genre#
NewTV东北热剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266013&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7151256057701199617&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV怡伴健康,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7820874641606664941&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV明星大片,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000004000019008&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV欢乐剧场,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000005000266012&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV武搏世界,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=bokesen&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6516734029835465177&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV炫舞未来,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000000515&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=8393829412396288037&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV精品体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6460382139625130259&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=7882297361445410858&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV精品纪录,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6298506997017621594&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=6399725674632152632&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV超级体育,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000009601&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV超级电影,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000003000012426&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000268002&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV超级电视剧,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000268003&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV魅力潇湘,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000001000006197&channel-id=ystenlive&livemode=1&stbId=iptv
NewTV精品萌宠,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=1000000006000032328&channel-id=ystenlive&livemode=1&stbId=iptv

咪咕频道,#genre#
咪咕视频1,http://gslbserv.itv.cmvideo.cn/1.m3u8?Contentid=3000000001000010129&channel-id=FifastbLive&livemode=1&stbId=iptv
